0,1,2,3,4,5,6,7,8,9,10
137.01,23.84,55.07,7.8,64.72,22.12,70.7,34.29,891.44,13.62,33300000.0
136.87,23.61,55.78,7.95,64.9,21.83,70.21,33.12,924.52,13.3,26100000.0
139.67,23.32,56.49,8.04,65.8,22.09,70.27,33.26,932.82,13.62,19800000.0
140.55,23.84,56.62,8.17,65.7,22.01,73.94,33.87,937.09,10.32,19800000.0
140.12,23.56,56.57,7.74,65.49,22.24,74.21,34.13,948.45,10.39,19800000.0
139.62,23.37,56.86,7.36,65.23,22.31,74.91,34.01,954.72,10.1,19800000.0
141.93,23.41,56.91,7.57,65.41,22.21,75.3,33.98,950.28,10.19,19800000.0
145.79,23.17,56.65,7.53,65.36,22.41,74.98,33.72,958.69,10.04,19800000.0
146.73,23.67,57.09,7.65,65.45,22.43,78.55,33.57,956.71,10.18,18900000.0
146.03,23.71,56.12,7.74,65.71,22.59,78.55,33.23,954.84,10.79,16200000.0
147.29,19.67,55.98,7.72,64.9,22.52,77.36,32.94,955.89,11.07,8235000.0
149.35,19.08,55.26,7.65,64.83,22.45,76.41,32.79,955.14,11.26,6525000.0
148.97,18.75,55.0,7.88,64.87,22.51,77.79,32.88,959.22,11.42,4320000.0
148.75,18.44,55.27,8.12,66.18,22.44,79.06,33.06,964.61,12.75,4410000.0
143.75,18.59,53.96,7.91,64.34,21.11,76.18,32.34,942.17,11.2,3915000.0
145.94,18.39,55.12,7.41,64.56,21.27,75.98,32.51,950.5,11.28,3105000.0
146.44,18.59,55.54,7.8,64.54,21.56,77.98,32.67,954.65,11.41,3015000.0
147.33,18.92,56.03,7.86,65.26,21.55,78.92,33.01,964.07,11.04,2295000.0
147.15,18.62,55.92,7.99,65.48,21.88,79.03,33.1,970.55,10.89,2160000.0
146.71,18.73,56.37,7.84,65.57,21.85,78.94,33.34,977.61,10.89,1845000.0
147.22,18.87,57.05,7.85,66.38,21.75,81.41,33.47,991.86,10.98,1755000.0
146.97,18.94,57.59,7.9,66.7,21.74,81.25,33.47,993.27,11.0,1665000.0
147.03,19.07,57.93,8.11,67.13,21.43,79.25,33.39,996.17,11.12,1755000.0
